Phone,Email,CreditScore,AgeGroup,FamilyBackground,Income,Clicks,TimeOnSite,CityTier,Comments,Intent
+91-9685772620,user5722@test.com,698,18-25,Single,556498,16,9.844526062816879,T1,just browsing,0
+91-9839577591,user5723@test.com,530,51+,Single,301309,14,7.566900519312574,T1,just browsing,0
+91-9801329525,user5724@test.com,833,36-50,Married with Kids,456461,17,4.820067029682327,T2,call later,1
+91-7939369001,user5725@test.com,701,36-50,Married,295975,9,2.2603256474358204,T3,looking for 3BHK,0
+91-8078380846,user5726@test.com,429,51+,Married,375204,1,5.734476640824743,T1,call later,1
+91-7257454500,user5727@test.com,591,51+,Married with Kids,175558,16,2.3187516957049725,T1,just browsing,0
+91-9793555189,user5728@test.com,575,26-35,Single,708067,15,1.9310876582212855,T3,urgent,1
+91-7562527951,user5729@test.com,675,26-35,Married with Kids,867779,6,0.937563818654884,T2,looking for 3BHK,1
+91-7911967468,user5730@test.com,354,18-25,Married with Kids,887348,18,3.458530376380576,T1,just browsing,0
+91-9602737173,user5731@test.com,325,18-25,Single,614813,15,5.4172318814682185,T1,call later,0
+91-7524017848,user5732@test.com,740,18-25,Married,516864,0,1.5932761793952654,T3,not interested,0
+91-7193259882,user5733@test.com,496,18-25,Married with Kids,598201,3,2.0043547839317566,T3,just browsing,1
+91-7487224602,user5734@test.com,542,18-25,Single,537351,12,3.9113922832932166,T1,urgent,0
+91-8465952417,user5735@test.com,489,51+,Single,282886,9,4.895316389710306,T1,not interested,0
+91-7787922079,user5736@test.com,575,26-35,Married with Kids,733418,10,7.622831791651929,T3,not interested,0
+91-9055263705,user5737@test.com,708,51+,Single,574607,18,5.666281650446465,T3,call later,0
+91-9551819864,user5738@test.com,639,26-35,Married with Kids,945013,14,6.1770107018412945,T1,call later,0
+91-8766840331,user5739@test.com,452,26-35,Married,716560,10,6.962104523290523,T3,looking for 3BHK,1
+91-8425806759,user5740@test.com,697,36-50,Married with Kids,363479,2,4.509829344616153,T1,just browsing,0
+91-7542825544,user5741@test.com,743,36-50,Married,454872,1,3.4313333464347417,T3,looking for 3BHK,0
+91-8998606923,user5742@test.com,726,26-35,Single,547418,10,8.004207408774443,T1,looking for 3BHK,0
+91-7119588697,user5743@test.com,786,51+,Married with Kids,225823,9,8.283204170495287,T1,not interested,0
+91-7058765512,user5744@test.com,503,26-35,Single,424708,2,1.5398209188062861,T3,call later,0
+91-9674614793,user5745@test.com,411,18-25,Married with Kids,346521,4,9.53369525016399,T2,not interested,0
+91-7350463839,user5746@test.com,624,51+,Single,358985,14,9.29922735847913,T1,just browsing,0
+91-8110642401,user5747@test.com,557,51+,Married,635180,3,8.70877812760713,T2,looking for 3BHK,1
+91-7119624467,user5748@test.com,827,26-35,Married with Kids,610035,16,4.226584186889463,T2,looking for 3BHK,0
+91-9073238566,user5749@test.com,649,18-25,Single,350574,0,8.421784105507058,T3,just browsing,1
+91-9711736379,user5750@test.com,734,26-35,Married with Kids,886149,0,6.280585590286066,T1,looking for 3BHK,0
+91-8831366976,user5751@test.com,725,18-25,Married with Kids,536129,11,2.0539473931674057,T2,call later,1
+91-9889856434,user5752@test.com,579,51+,Married,911956,9,7.748830195529241,T1,call later,0
+91-9354265723,user5753@test.com,670,26-35,Single,690125,8,4.060949951030763,T1,looking for 3BHK,1
+91-7750103959,user5754@test.com,548,18-25,Married with Kids,599260,8,2.921645707322089,T2,just browsing,0
+91-9115696629,user5755@test.com,480,36-50,Married with Kids,588664,19,8.782922162893867,T2,not interested,1
+91-8271018394,user5756@test.com,377,51+,Married with Kids,716988,19,8.62277273714266,T1,looking for 3BHK,0
+91-9720482689,user5757@test.com,635,51+,Married with Kids,546062,13,8.643732442239942,T2,urgent,0
+91-9851104414,user5758@test.com,349,36-50,Married with Kids,343803,18,8.595235603972318,T2,call later,0
+91-8708899521,user5759@test.com,384,18-25,Single,987437,9,5.542290944043589,T1,urgent,1
+91-7216538396,user5760@test.com,303,51+,Married with Kids,797795,2,6.169203282775012,T2,urgent,0
+91-9542692964,user5761@test.com,616,18-25,Married with Kids,583941,19,9.488655619922154,T2,urgent,0
+91-9477685915,user5762@test.com,410,36-50,Married with Kids,220902,16,1.293411328470584,T1,looking for 3BHK,0
+91-7712539475,user5763@test.com,633,26-35,Single,695468,2,8.062613866902641,T2,looking for 3BHK,1
+91-9422016124,user5764@test.com,432,51+,Married with Kids,629808,11,5.262677386077467,T3,urgent,0
+91-7106017638,user5765@test.com,418,51+,Married with Kids,133436,14,9.784075279600572,T1,looking for 3BHK,0
+91-9148679959,user5766@test.com,649,18-25,Married,626416,4,6.392237458667522,T3,urgent,0
+91-8558014868,user5767@test.com,841,51+,Married,312067,14,1.625441896625357,T1,urgent,0
+91-7298045321,user5768@test.com,354,26-35,Married with Kids,336114,19,8.154909784791611,T3,not interested,0
+91-9348042861,user5769@test.com,660,36-50,Married with Kids,182137,15,6.72671564275822,T3,not interested,1
+91-7386018125,user5770@test.com,752,51+,Married,160275,8,1.4892778925480021,T2,not interested,0
+91-9580897425,user5771@test.com,629,36-50,Single,764300,7,0.08992161408818644,T1,just browsing,0
+91-7547546839,user5772@test.com,518,18-25,Single,202524,10,5.436472973656951,T1,call later,0
+91-8464405901,user5773@test.com,507,26-35,Married,970973,8,2.414891108489777,T2,looking for 3BHK,1
+91-8746293067,user5774@test.com,384,51+,Married with Kids,334515,15,8.672414890199175,T2,not interested,1
+91-7647197845,user5775@test.com,544,36-50,Married,983670,13,2.509299415778524,T3,call later,1
+91-7615389175,user5776@test.com,634,26-35,Single,297329,14,6.628561548999538,T1,call later,1
+91-8259943331,user5777@test.com,511,36-50,Married,993879,13,3.4513010725902893,T2,looking for 3BHK,1
+91-9256877773,user5778@test.com,482,18-25,Single,200185,9,3.5031804993208127,T2,just browsing,0
+91-9997168975,user5779@test.com,432,26-35,Married with Kids,290643,12,1.8181483736949189,T3,urgent,1
+91-9600522167,user5780@test.com,649,26-35,Married with Kids,580317,0,5.027217241338562,T3,not interested,0
+91-8322361951,user5781@test.com,581,18-25,Married with Kids,795078,8,5.79271697904571,T2,just browsing,0
+91-9904948640,user5782@test.com,592,18-25,Single,372112,16,5.810136793957835,T3,looking for 3BHK,0
+91-9919002275,user5783@test.com,568,51+,Married,180634,16,8.566101550765934,T1,just browsing,0
+91-9639196307,user5784@test.com,496,18-25,Married with Kids,221865,9,6.52347287453264,T3,call later,0
+91-9496215333,user5785@test.com,836,18-25,Single,960858,12,7.402378332121686,T1,just browsing,1
+91-8270554818,user5786@test.com,319,36-50,Married with Kids,750136,17,3.234481961856299,T2,not interested,0
+91-8089356438,user5787@test.com,704,26-35,Married,815291,12,4.206856309277666,T2,just browsing,0
+91-7004776415,user5788@test.com,414,36-50,Married with Kids,247915,12,0.18292606950704782,T3,just browsing,1
+91-8168035962,user5789@test.com,325,18-25,Single,191196,9,0.7910933927024488,T2,call later,0
+91-7350758287,user5790@test.com,694,51+,Single,811737,19,3.85119634986491,T3,just browsing,0
+91-7935836346,user5791@test.com,680,36-50,Married with Kids,911307,6,2.0973373456742053,T3,call later,0
+91-9842557891,user5792@test.com,822,36-50,Married with Kids,159888,6,8.129593958977555,T3,not interested,0
+91-8399401108,user5793@test.com,838,26-35,Single,836594,8,6.764864921276649,T3,not interested,0
+91-9721770599,user5794@test.com,382,26-35,Married with Kids,355227,15,9.703054797352163,T1,urgent,0
+91-7548787954,user5795@test.com,849,26-35,Married with Kids,519222,14,8.870339626937874,T1,urgent,0
+91-9548897229,user5796@test.com,744,51+,Married with Kids,648813,2,9.776610235334307,T2,call later,0
+91-8899949798,user5797@test.com,386,51+,Married,727967,12,3.6527513258745916,T3,urgent,1
+91-7069765086,user5798@test.com,686,18-25,Married,152604,10,4.843763135135254,T2,urgent,0
+91-7182406861,user5799@test.com,697,18-25,Married,590062,7,3.7262574534467277,T3,looking for 3BHK,1
+91-9940447115,user5800@test.com,585,26-35,Married with Kids,847860,5,9.643057265977697,T2,urgent,0
+91-8389552527,user5801@test.com,668,36-50,Single,761285,9,4.027086940103501,T1,just browsing,1
+91-9856393708,user5802@test.com,721,26-35,Married with Kids,609725,16,1.167618995495543,T2,not interested,0
+91-9390486157,user5803@test.com,742,18-25,Married with Kids,526972,19,2.5050989355550346,T3,urgent,1
+91-7547047740,user5804@test.com,819,36-50,Married,386933,8,4.248201600981288,T3,call later,0
+91-8472018118,user5805@test.com,587,18-25,Single,772275,13,6.029939939540809,T2,looking for 3BHK,1
+91-7542330413,user5806@test.com,394,51+,Married,889349,19,6.180864772509775,T2,looking for 3BHK,1
+91-7578000671,user5807@test.com,340,26-35,Single,752863,12,7.587836175316557,T3,not interested,1
+91-7405526059,user5808@test.com,630,26-35,Married with Kids,726211,0,6.478668052563556,T2,not interested,1
+91-8978561845,user5809@test.com,454,36-50,Married with Kids,945760,18,4.915340059623245,T1,call later,1
+91-9143064619,user5810@test.com,803,26-35,Married with Kids,683890,8,0.3017155067544186,T3,call later,1
+91-9790818401,user5811@test.com,574,18-25,Single,110410,16,6.950283833590563,T3,call later,1
+91-8366925060,user5812@test.com,478,18-25,Married,850105,14,0.8545809267800286,T1,looking for 3BHK,0
+91-7444246124,user5813@test.com,436,51+,Married,637862,19,4.68811372400742,T2,looking for 3BHK,1
+91-8726693747,user5814@test.com,479,18-25,Married,197057,4,8.963962191148232,T1,call later,0
+91-9769836886,user5815@test.com,481,36-50,Single,817475,3,5.9687889339295275,T3,urgent,1
+91-8238031103,user5816@test.com,558,18-25,Single,325669,3,1.9896475768460753,T1,urgent,1
+91-8283262669,user5817@test.com,542,51+,Married with Kids,270404,14,8.079582084481707,T2,call later,1
+91-7507745102,user5818@test.com,395,51+,Married,159453,4,3.00409123476903,T2,call later,1
+91-7000131936,user5819@test.com,496,26-35,Single,463508,16,5.772708392113074,T3,looking for 3BHK,0
+91-7058557684,user5820@test.com,825,36-50,Married,748776,6,6.3584887981170635,T3,urgent,1
+91-8386100066,user5821@test.com,686,18-25,Married,508042,5,7.3112149439228125,T1,not interested,0
+91-8531568912,user5822@test.com,707,51+,Single,213535,14,0.649825702094109,T2,not interested,0
+91-9380943835,user5823@test.com,568,18-25,Single,130779,19,8.542671324576549,T1,just browsing,1
+91-8092989010,user5824@test.com,470,51+,Married with Kids,528508,13,1.1385032429639041,T3,not interested,1
+91-7636589165,user5825@test.com,469,26-35,Married with Kids,374751,9,0.9453393012060496,T1,urgent,1
+91-7055394229,user5826@test.com,458,51+,Married with Kids,870737,5,4.568845557225049,T2,looking for 3BHK,0
+91-7395561149,user5827@test.com,808,26-35,Married,290515,9,3.721816012132959,T3,urgent,0
+91-9320568278,user5828@test.com,746,36-50,Married,276784,19,0.5461367382430005,T1,urgent,0
+91-9429856034,user5829@test.com,381,18-25,Married with Kids,408027,8,1.6600052065019566,T1,not interested,0
+91-9209594568,user5830@test.com,356,18-25,Married,625388,12,4.39213444731886,T2,call later,0
+91-9375597852,user5831@test.com,818,26-35,Married,894742,13,8.29072178588536,T2,just browsing,0
+91-7365314373,user5832@test.com,411,36-50,Married,799088,0,1.2130437937214222,T1,not interested,1
+91-9357390744,user5833@test.com,347,26-35,Married,924501,0,1.0453037417734024,T2,not interested,0
+91-8649450590,user5834@test.com,675,51+,Single,845097,18,8.048294019470411,T3,not interested,1
+91-8631997717,user5835@test.com,332,26-35,Single,934172,8,4.923155161682087,T1,just browsing,0
+91-9861598657,user5836@test.com,803,36-50,Married with Kids,216888,4,3.602492467095608,T1,looking for 3BHK,0
+91-9607626156,user5837@test.com,302,51+,Married with Kids,109233,16,4.613536422335595,T3,not interested,0
+91-8669566971,user5838@test.com,785,18-25,Married,231568,15,4.108466891308944,T2,looking for 3BHK,1
+91-7969493210,user5839@test.com,815,18-25,Married,195979,11,7.818941706375574,T3,looking for 3BHK,0
+91-8032076888,user5840@test.com,341,18-25,Single,156121,4,0.09327362404854878,T3,urgent,1
+91-8674606663,user5841@test.com,308,36-50,Married,996060,5,4.331585786235274,T1,call later,0
+91-7407872758,user5842@test.com,441,36-50,Married,134421,19,1.5885466820817928,T3,just browsing,1
+91-9061787776,user5843@test.com,735,36-50,Married with Kids,271086,10,3.0828584707951947,T2,call later,0
+91-8352564435,user5844@test.com,326,36-50,Married,327142,18,1.1217119548074106,T1,looking for 3BHK,1
+91-7592772011,user5845@test.com,342,36-50,Single,224586,5,4.2698810176834385,T2,looking for 3BHK,1
+91-7415086422,user5846@test.com,430,51+,Married,670855,9,6.43295134851508,T3,just browsing,1
+91-7348058207,user5847@test.com,515,26-35,Married,182163,14,6.615932335258106,T3,call later,0
+91-7759766602,user5848@test.com,819,18-25,Married,958967,17,7.967437271105276,T2,urgent,1
+91-8907410263,user5849@test.com,644,36-50,Married,322858,6,8.150114012767274,T1,call later,0
+91-8738280906,user5850@test.com,807,18-25,Married,532727,2,5.97733453641175,T3,not interested,0
+91-9284371868,user5851@test.com,712,36-50,Single,299300,15,3.531499962553022,T3,call later,1
+91-7376453173,user5852@test.com,545,18-25,Married with Kids,368217,12,0.513154848611358,T3,looking for 3BHK,0
+91-7282659343,user5853@test.com,748,26-35,Married,992966,16,0.35869987525777747,T1,just browsing,0
+91-9502739501,user5854@test.com,320,18-25,Married with Kids,299855,3,1.132631046253264,T1,not interested,0
+91-8992067010,user5855@test.com,707,18-25,Married with Kids,450685,18,9.838314311808386,T3,looking for 3BHK,0
+91-8374506878,user5856@test.com,756,36-50,Single,707823,3,7.859774329039379,T1,call later,1
+91-8404201017,user5857@test.com,743,51+,Married with Kids,886451,11,4.048722519499627,T2,just browsing,1
+91-9046385588,user5858@test.com,564,51+,Married,376304,3,4.662011692763615,T3,not interested,1
+91-8313160302,user5859@test.com,483,18-25,Married,540594,16,7.373813438870674,T2,call later,0
+91-8367105664,user5860@test.com,526,51+,Married,775515,17,5.14400641416545,T1,not interested,0
+91-8729599312,user5861@test.com,847,26-35,Married,795449,5,3.604162426774973,T1,urgent,0
+91-9100392641,user5862@test.com,545,26-35,Single,335982,18,3.495606594971936,T2,urgent,0
+91-9888396700,user5863@test.com,372,51+,Married with Kids,132398,4,2.096416638575799,T1,just browsing,0
+91-9929990981,user5864@test.com,449,51+,Single,685939,1,8.856115980123354,T3,urgent,0
+91-9543915015,user5865@test.com,812,26-35,Married with Kids,541821,10,4.1415382899448,T2,looking for 3BHK,0
+91-8353943068,user5866@test.com,368,51+,Single,599348,12,7.523629368501714,T2,call later,0
+91-9983515247,user5867@test.com,529,51+,Single,309314,4,5.737620964523165,T3,not interested,0
+91-7572132274,user5868@test.com,371,36-50,Single,739482,7,7.540936521545726,T1,not interested,0
+91-8566248608,user5869@test.com,696,36-50,Married,261395,10,3.209099459102304,T2,urgent,0
+91-9716121218,user5870@test.com,383,51+,Married,715268,3,7.5200875353032615,T2,not interested,0
+91-7551155362,user5871@test.com,598,51+,Single,213866,17,7.899682932223478,T3,not interested,1
+91-9863098564,user5872@test.com,592,36-50,Married with Kids,128566,14,1.042800828590188,T1,call later,0
+91-9484606426,user5873@test.com,522,36-50,Married with Kids,792715,4,0.9146378010995282,T2,just browsing,0
+91-7513514859,user5874@test.com,515,51+,Married,811112,11,9.854957188221396,T1,not interested,0
+91-9978225355,user5875@test.com,530,36-50,Single,142129,3,1.179540032476949,T2,urgent,0
+91-9459482323,user5876@test.com,704,26-35,Married,990093,3,6.848408703715442,T1,urgent,0
+91-8102704915,user5877@test.com,468,18-25,Married,674179,19,7.478132317487835,T2,just browsing,0
+91-8829388530,user5878@test.com,628,26-35,Married,634270,8,0.6351081608821441,T1,not interested,0
+91-9147307509,user5879@test.com,725,36-50,Single,201359,8,7.465109329889849,T1,not interested,0
+91-7397286362,user5880@test.com,495,26-35,Single,743363,13,4.195149458548951,T2,not interested,0
+91-9659326636,user5881@test.com,825,18-25,Married,831071,7,2.746740034450297,T1,just browsing,0
+91-7801612428,user5882@test.com,376,36-50,Single,153074,0,6.65330643864542,T1,urgent,0
+91-9893526924,user5883@test.com,576,26-35,Married with Kids,225277,10,8.33124489018889,T3,not interested,0
+91-7110336187,user5884@test.com,765,26-35,Married with Kids,132185,3,5.727945023886059,T3,not interested,0
+91-8222095957,user5885@test.com,747,18-25,Married,604050,16,8.70627599603582,T3,looking for 3BHK,0
+91-8320830427,user5886@test.com,619,36-50,Married with Kids,809838,16,0.22355959345148446,T3,call later,0
+91-8902815283,user5887@test.com,459,51+,Married,312395,18,7.3860478857375,T1,just browsing,1
+91-9113357934,user5888@test.com,791,36-50,Married,167325,12,1.6940247508143536,T2,call later,0
+91-9650449844,user5889@test.com,612,18-25,Married,574059,18,2.8607395543498173,T2,just browsing,0
+91-7998757418,user5890@test.com,460,18-25,Single,221089,16,5.7225238888837495,T3,call later,1
+91-7842868946,user5891@test.com,607,18-25,Single,624872,19,2.744451069643703,T2,looking for 3BHK,0
+91-7970805191,user5892@test.com,445,18-25,Single,270018,11,1.6815385428317242,T2,call later,1
+91-7539232243,user5893@test.com,695,51+,Single,217888,19,8.854982188414478,T1,not interested,0
+91-9366745799,user5894@test.com,388,36-50,Married,360525,13,9.067234503062496,T1,call later,0
+91-9248688473,user5895@test.com,607,36-50,Single,755035,8,0.36371417752842694,T2,call later,0
+91-7464047855,user5896@test.com,845,26-35,Married with Kids,347102,11,5.001211441849805,T1,urgent,0
+91-8212308082,user5897@test.com,670,51+,Married with Kids,933755,16,2.036788311544319,T3,just browsing,0
+91-9055103513,user5898@test.com,750,51+,Single,751564,15,8.634087939467937,T3,call later,0
+91-8280225174,user5899@test.com,466,26-35,Married with Kids,326940,11,4.625212570681456,T2,not interested,1
+91-9514977066,user5900@test.com,691,26-35,Married with Kids,475844,9,4.784577427931307,T2,not interested,0
+91-8193335884,user5901@test.com,790,36-50,Single,995750,1,6.274726631699768,T3,just browsing,0
+91-9325185435,user5902@test.com,449,36-50,Married,782383,2,0.5562407688505944,T2,looking for 3BHK,1
+91-7369505299,user5903@test.com,767,36-50,Married,846637,4,1.2729807431869578,T2,just browsing,0
+91-9799892919,user5904@test.com,342,51+,Married,638757,15,4.983851618867119,T1,not interested,0
+91-7244928722,user5905@test.com,328,51+,Single,967772,12,9.667069159129191,T1,looking for 3BHK,1
+91-7453047846,user5906@test.com,330,26-35,Married,989492,17,8.436055696392096,T3,looking for 3BHK,1
+91-9515079947,user5907@test.com,427,18-25,Married,238527,1,8.893611551466305,T3,urgent,0
+91-9036520142,user5908@test.com,593,18-25,Married with Kids,294437,0,1.371550266587761,T3,call later,0
+91-9337943518,user5909@test.com,740,18-25,Married,953030,8,9.586239144504125,T3,urgent,0
+91-7286448054,user5910@test.com,687,18-25,Single,522192,17,7.2999253170034715,T3,call later,0
+91-8003909069,user5911@test.com,823,18-25,Married,160698,4,3.256850399555357,T1,urgent,0
+91-7206554890,user5912@test.com,846,36-50,Married with Kids,256173,2,8.644671613372592,T2,looking for 3BHK,0
+91-9739219097,user5913@test.com,409,26-35,Married with Kids,306182,4,7.473098518808953,T3,call later,0
+91-8269871657,user5914@test.com,627,18-25,Married with Kids,612885,11,7.365097653410505,T3,not interested,0
+91-7178580261,user5915@test.com,704,18-25,Married with Kids,278553,7,7.346204829605652,T1,looking for 3BHK,0
+91-9247182945,user5916@test.com,544,18-25,Married,433746,7,8.008536332259306,T1,just browsing,1
+91-9139451818,user5917@test.com,462,36-50,Married with Kids,252856,6,9.485291604654135,T1,looking for 3BHK,0
+91-8167314194,user5918@test.com,698,18-25,Married with Kids,728276,1,1.3687172057614638,T1,not interested,0
+91-9960565695,user5919@test.com,698,26-35,Married with Kids,784042,0,9.9952242686301,T2,urgent,1
+91-8714408325,user5920@test.com,792,36-50,Married,897346,0,8.723396173640442,T2,call later,1
+91-8083671469,user5921@test.com,538,36-50,Single,926038,7,4.41627204692538,T1,urgent,1
+91-9570946419,user5922@test.com,764,51+,Married with Kids,877401,16,1.5743787288875266,T1,urgent,0
+91-8321865957,user5923@test.com,331,51+,Married with Kids,169603,4,4.537883866465805,T3,call later,0
+91-9804397424,user5924@test.com,422,36-50,Married with Kids,595624,13,7.786117464169592,T2,urgent,0
+91-9635554729,user5925@test.com,833,18-25,Married,475606,7,6.024534673551109,T3,not interested,1
+91-7661079259,user5926@test.com,409,18-25,Married,484638,19,2.7955091602522275,T1,just browsing,0
+91-9339778887,user5927@test.com,570,18-25,Married with Kids,385182,17,4.0679471366036495,T3,call later,1
+91-9504525242,user5928@test.com,679,18-25,Single,487573,6,9.542988498767066,T1,urgent,0
+91-7582776883,user5929@test.com,599,51+,Married with Kids,375013,13,8.03820855631585,T2,call later,0
+91-8566900599,user5930@test.com,548,26-35,Single,636346,13,1.2406937574688226,T3,urgent,0
+91-7320569606,user5931@test.com,820,36-50,Single,242089,5,5.453919617484793,T3,not interested,0
+91-9752925962,user5932@test.com,333,18-25,Married,562486,2,9.309848765087553,T3,looking for 3BHK,1
+91-9002234684,user5933@test.com,527,51+,Married,975156,13,0.34308788260434486,T2,just browsing,0
+91-7815769496,user5934@test.com,698,26-35,Married,871289,13,0.4254736947961413,T2,just browsing,0
+91-9389997421,user5935@test.com,519,36-50,Single,365644,2,7.167327311405849,T3,call later,0
+91-8448704651,user5936@test.com,670,36-50,Single,978594,9,5.755456290998998,T3,just browsing,0
+91-8540267946,user5937@test.com,827,36-50,Single,547898,8,0.45999464309886884,T3,urgent,0
+91-9275104164,user5938@test.com,374,18-25,Married,430941,6,9.960164852278622,T1,not interested,0
+91-7089911341,user5939@test.com,435,36-50,Married,734921,6,5.800952957092703,T1,not interested,0
+91-8356235351,user5940@test.com,373,18-25,Married,877312,6,4.919297435833441,T1,call later,0
+91-7244303736,user5941@test.com,553,26-35,Married with Kids,677283,11,4.4769703906741345,T2,urgent,1
+91-8301450293,user5942@test.com,317,51+,Single,825721,3,7.006839368098108,T3,just browsing,0
+91-8423146936,user5943@test.com,342,51+,Single,495197,19,4.583570276624553,T1,urgent,1
+91-9901950069,user5944@test.com,349,51+,Married with Kids,444711,12,6.590767790789945,T3,just browsing,1
+91-9697752835,user5945@test.com,814,36-50,Single,153075,2,4.883342131528803,T2,urgent,1
+91-8700537418,user5946@test.com,602,51+,Single,356656,19,6.107177605322324,T1,just browsing,0
+91-9903848966,user5947@test.com,441,26-35,Married with Kids,115876,8,8.051861303160416,T3,just browsing,0
+91-8950703981,user5948@test.com,501,18-25,Single,233054,19,8.17168086777842,T2,not interested,0
+91-8319581305,user5949@test.com,506,51+,Married,819728,12,8.49048220164384,T2,looking for 3BHK,0
+91-8770727946,user5950@test.com,714,18-25,Married with Kids,695079,0,2.0296971768056093,T1,looking for 3BHK,0
+91-8589243227,user5951@test.com,520,18-25,Single,700573,5,0.6111990055736849,T2,call later,0
+91-9364258280,user5952@test.com,661,51+,Married,130214,19,8.36138473935858,T2,looking for 3BHK,0
+91-8077517526,user5953@test.com,380,51+,Single,718532,7,0.42297845331284223,T1,call later,0
+91-7517317398,user5954@test.com,584,51+,Married with Kids,102019,16,2.1349074661098246,T3,not interested,1
+91-8365724657,user5955@test.com,668,36-50,Married,551382,17,5.261987984685289,T2,call later,0
+91-9510593563,user5956@test.com,791,51+,Single,465122,3,8.554334302667076,T3,looking for 3BHK,0
+91-9489926378,user5957@test.com,645,36-50,Married with Kids,796199,11,8.96781280573304,T3,just browsing,1
+91-8484448056,user5958@test.com,503,26-35,Single,434660,15,6.2805065461750615,T3,call later,0
+91-8622807065,user5959@test.com,324,18-25,Single,929956,17,9.667586933994016,T1,looking for 3BHK,1
+91-7266445877,user5960@test.com,368,26-35,Married,545200,9,7.299429351068216,T2,looking for 3BHK,0
+91-9004581916,user5961@test.com,815,51+,Single,764572,3,5.2772440196700865,T1,just browsing,1
+91-8457305042,user5962@test.com,791,18-25,Married with Kids,213518,1,1.3437058147343128,T3,urgent,0
+91-7329522016,user5963@test.com,539,51+,Married with Kids,584409,14,4.287855137888497,T2,looking for 3BHK,1
+91-9172959907,user5964@test.com,660,51+,Married,451166,8,8.223408486032524,T3,not interested,0
+91-7713190157,user5965@test.com,740,18-25,Married,819002,14,2.836472000542103,T3,just browsing,0
+91-7695454029,user5966@test.com,330,26-35,Single,318983,4,5.782711449032015,T1,urgent,0
+91-7262442530,user5967@test.com,621,51+,Married with Kids,470662,18,9.834345037961917,T1,just browsing,0
+91-9826527517,user5968@test.com,643,18-25,Married,120592,2,1.7442393517603416,T2,call later,0
+91-9144489819,user5969@test.com,835,26-35,Single,291299,16,1.014572575146614,T2,looking for 3BHK,1
+91-7456715202,user5970@test.com,654,36-50,Single,789907,12,7.955966788413383,T3,looking for 3BHK,1
+91-8940206287,user5971@test.com,770,26-35,Married with Kids,454075,2,0.2492181712226138,T3,just browsing,0
+91-7490227437,user5972@test.com,404,26-35,Married with Kids,940280,3,6.432559354256018,T3,call later,0
+91-8523547549,user5973@test.com,621,18-25,Single,989273,17,3.3574499400490043,T1,just browsing,0
+91-8721011292,user5974@test.com,826,26-35,Married with Kids,619857,2,7.238138112881458,T2,not interested,0
+91-7494549070,user5975@test.com,803,36-50,Single,931042,13,1.2025317233920396,T1,looking for 3BHK,0
+91-8941697133,user5976@test.com,384,36-50,Single,391961,15,3.30043942300576,T1,looking for 3BHK,1
+91-8781662642,user5977@test.com,534,51+,Married with Kids,579902,11,0.1703690378558964,T3,not interested,1
+91-7000801125,user5978@test.com,562,36-50,Married,709636,10,2.3509099399646405,T3,urgent,0
+91-8663330921,user5979@test.com,305,51+,Single,813995,1,4.832586522181033,T3,looking for 3BHK,1
+91-9637021690,user5980@test.com,793,36-50,Married with Kids,187524,0,1.7761341248978735,T1,just browsing,1
+91-9833348142,user5981@test.com,588,26-35,Single,242180,12,5.996555344206397,T3,urgent,1
+91-9647538868,user5982@test.com,649,51+,Single,480381,17,1.1814662277953203,T1,urgent,0
+91-8898519103,user5983@test.com,499,36-50,Single,583448,17,7.452235491265146,T1,just browsing,0
+91-8964702965,user5984@test.com,634,26-35,Married with Kids,890313,12,9.216647650321507,T1,not interested,0
+91-9784141555,user5985@test.com,516,26-35,Married with Kids,339077,3,3.859254662289092,T2,urgent,0
+91-8704878585,user5986@test.com,652,51+,Married with Kids,142202,0,5.282060675278299,T1,looking for 3BHK,0
+91-7263909797,user5987@test.com,624,18-25,Married,874837,14,4.885133627078973,T3,call later,1
+91-8955855679,user5988@test.com,527,26-35,Single,582581,16,7.853954729826991,T3,urgent,1
+91-8782241496,user5989@test.com,444,26-35,Married,251808,5,9.941910297712052,T2,not interested,0
+91-9786426133,user5990@test.com,607,18-25,Single,943055,4,7.35685979234037,T3,just browsing,0
+91-7581347152,user5991@test.com,584,51+,Married with Kids,159434,0,2.145302288725215,T3,looking for 3BHK,0
+91-7848854000,user5992@test.com,691,36-50,Single,766469,15,6.960801516619828,T3,call later,1
+91-7650396840,user5993@test.com,659,36-50,Single,188979,13,6.157639944318252,T2,urgent,0
+91-7775319881,user5994@test.com,464,26-35,Single,957617,4,2.1011988570445075,T1,not interested,0
+91-9050486921,user5995@test.com,523,18-25,Married,537957,2,2.4096183502250756,T2,call later,0
+91-8127302584,user5996@test.com,423,26-35,Married with Kids,683344,2,6.527868089091818,T2,call later,1
+91-9584740230,user5997@test.com,643,51+,Married with Kids,323819,11,8.078186605719775,T3,looking for 3BHK,0
+91-9255967727,user5998@test.com,823,26-35,Single,842288,17,7.624040635274477,T3,looking for 3BHK,0
+91-9498539900,user5999@test.com,351,36-50,Married with Kids,816468,8,6.06411890534753,T2,urgent,0
+91-7477637937,user6000@test.com,428,18-25,Married,303925,16,9.37542287536437,T1,urgent,0
+91-8724265189,user6001@test.com,434,51+,Married,420081,16,7.310455363623783,T2,call later,0
+91-8452061491,user6002@test.com,426,26-35,Married with Kids,608937,19,5.419159560260969,T1,not interested,1
+91-8277158048,user6003@test.com,370,36-50,Married,700855,17,8.16204995282764,T3,call later,1
